Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max
3443,"GROUND WATER AT PANTNAGARINDUSTRIAL AREA? 2,US NAGAR",UTTAR PRADESH,26,30,7.5,7.5,295,308,?,?,0.32,0.32,?,?,?,?,200,205,0.33,0.8,BDL,BDL
3444,"GROUND WATER AT SANTIPURIKICHHA? 1,US NAGAR",UTTAR PRADESH,26,30,7.2,7.7,348,350,?,?,0.32,0.76,?,?,?,?,230,234,0.37,0.4,BDL,BDL
3445,"GROUND WATER AT SANTIPURIKICHHA? 2,US NAGAR",UTTAR PRADESH,26,30,7.2,7.6,330,344,?,?,0.32,0.33,?,?,?,?,216,221,0.29,0.42,BDL,BDL
3446,"GROUND WATER AT KASHIPUR MORADABAD ROAD? 1,USNAGAR",UTTAR PRADESH,26,30,7.2,7.3,332,350,?,?,0.32,0.32,?,?,?,?,214,230,0.37,0.46,BDL,BDL
3447,"GROUND WATER AT KASHIPUR MORADABAD ROAD? 2,USNAGAR",UTTAR PRADESH,25,31,7.4,7.5,338,346,?,?,0.32,0.33,?,?,?,?,226,241,0.3,0.4,BDL,BDL
3448,"GROUND WATER AT KASHIPURBAZPUR ROAD? 1,US NAGAR",UTTAR PRADESH,25,25,7.3,7.3,328,328,?,?,0.32,0.32,?,?,?,?,222,222,0.29,0.29,BDL,BDL
3449,"HAND PUMP NEAR KENDRIYA VIDYALAYA, BAZPUR ROADKASHIPUR,US NAGAR",UTTAR PRADESH,26,26,7.3,7.3,356,356,?,?,0.38,0.38,?,?,?,?,262,262,0.28,0.28,BDL,BDL
3450,"GROUND WATER AT SIDCUL INDUSTRIAL AREA? 1, ROSHANABAD COLLECTORATE,HARIDWAR",UTTAR PRADESH,19.7,25,7.1,8,709,880,?,?,0.32,6.66,?,?,?,?,454,563,0.56,0.98,BDL,BDL
3451,"GROUND WATER AT SIDCUL INDUSTRIAL AREA? 2, SALEEMPURCHOWK,ROORKEE,HARIDWAR",UTTAR PRADESH,20.9,25,6.98,7.6,1378,2030,?,?,0.79,2.79,?,?,?,?,882,1299,1.13,1.13,BDL,BDL
3452,"GROUND WATER AT RAMNAGAR INDUSTRIAL AREA?1,ROORKEE,HARIDWAR",UTTAR PRADESH,20.1,26,7.2,8,606,892,?,?,0.32,0.63,?,?,?,?,388,570,0.31,0.74,BDL,BDL
3453,"GROUND WATER AT BHAGWAN INDUSTRIAL AREA? 2, SIKANDERPUR, LAKHESWARI,ROORKEE, HARIDWAR",UTTAR PRADESH,20.5,24,7.4,7.9,455,712,?,?,0.41,0.43,?,?,?,?,291,455,0.84,0.84,BDL,BDL
3454,"GROUND WATER AT ROORKEE INDUSTRIAL AREA? 1, CHCBHAGWANPUR,HARIDWAR",UTTAR PRADESH,20,25,7.39,8.1,509,757,?,?,0.37,0.47,?,?,?,?,326,484,0.9,0.9,BDL,BDL
3455,"GROUND WATER AT ROORKEEINDUSTRIAL AREA? 2, SUNEHRA",UTTAR PRADESH,19.4,22,7.6,8.1,563,725,?,?,0.37,0.49,?,?,?,?,360,464,0.23,0.88,BDL,BDL
3456,"GROUND WATER AT SELAQUIINDUSTRIAL AREA? 1, DEHRADUN",UTTAR PRADESH,15,23,5.96,6.55,178,274,?,?,0.32,0.32,?,?,?,?,100,182,0.33,0.48,BDL,BDL
3457,"GROUND WATER AT SELAQUIINDUSTRIAL AREA? 2, DEHRADUN",UTTAR PRADESH,14,23,6.22,6.76,195,286,?,?,0.32,0.32,?,?,?,?,105,199,0.43,0.49,BDL,BDL
1766,"MINE PIT WATER ASSANSOL, WEST BENGAL",WEST BENGAL,27,28,8.34,8.67,362,426,BDL,BDL,0.72,0.72,BDL,BDL,2,2,248,352,0.31,0.41,BDL,BDL
1767,"DURGAPUR TOWN, NEAR IISCO,BURDWAN, WEST BENGAL",WEST BENGAL,25,26,7.2,8.22,699,722,BDL,BDL,0.79,0.79,BDL,BDL,2,2,384,520,0.24,0.25,0.008,0.008
1768,"DURGAPUR TOWN, BURDWAN,WEST BENGAL",WEST BENGAL,26,29,7.04,7.73,641,675,BDL,BDL,0.57,0.83,2,2,4,4,472,542,0.44,0.57,0.017,0.017
1769,"INSIDE HINDUSTAN LIVERFACTORY, HALDIA, WEST BENGAL",WEST BENGAL,32,33,6.95,8.31,1995,2066,BDL,BDL,0.37,0.82,BDL,BDL,BDL,BDL,1128,1142,BDL,BDL,BDL,BDL
1770,"NEAR IOC REFINERY HALDIA,WEST BENGAL",WEST BENGAL,33,34,7.73,7.95,2481,2769,BDL,BDL,?,?,BDL,BDL,BDL,BDL,1358,2196,0.22,0.22,BDL,BDL
1771,"KALYANI INDUSTRIAL AREA,NADIA, WEST BENGAL",WEST BENGAL,28,29,7.1,7.38,625,954,BDL,BDL,?,?,BDL,BDL,BDL,BDL,384,524,0.4,0.4,0.008,0.012
1772,"BARSAT MUNICIPALITY NORTH24?P, WEST BENGAL",WEST BENGAL,27,30,7.29,7.93,864,930,BDL,BDL,0.92,0.92,BDL,BDL,BDL,BDL,434,482,0.23,0.24,BDL,BDL
1773,"TANGRA, CALCUTTA , WESTBENGAL",WEST BENGAL,29,29,7.18,7.19,1784,1862,BDL,BDL,?,?,11,11,45,49,1518,1580,0.28,0.31,BDL,BDL
1774,"TOPSIA CALCUTTA, WESTBENGAL",WEST BENGAL,30,30,7.13,7.32,1805,1861,BDL,BDL,?,?,2,2,7.8,13,1068,1624,0.31,0.32,BDL,BDL
1775,"DHAPA CALCUTTA, WESTBENGAL",WEST BENGAL,27,28,7.2,7.33,1780,1876,BDL,BDL,?,?,BDL,BDL,BDL,BDL,1278,1330,0.23,0.33,BDL,BDL
1776,"GARIA CALCUTTA, WEST BENGAL",WEST BENGAL,29,30,7.56,7.72,751,806,BDL,BDL,0.35,0.35,BDL,BDL,BDL,BDL,464,544,0.35,0.48,BDL,BDL
1777,"BEHALA CALCUTTA, WESTBENGAL",WEST BENGAL,29,31,7.53,7.95,810,892,BDL,BDL,0.53,0.53,BDL,BDL,7.8,13,540,590,0.21,0.21,BDL,BDL
1778,"DOMJUR HOWRAH, WESTBENGAL",WEST BENGAL,30,31,7.16,7.31,781,1324,BDL,BDL,0.41,0.41,BDL,BDL,BDL,BDL,436,792,BDL,BDL,BDL,BDL
1779,"DANKUNI (NEAR COALCOMPLEX), WEST BENGAL",WEST BENGAL,25,28,7.4,7.82,893,1058,BDL,BDL,?,?,BDL,BDL,BDL,BDL,472,584,0.21,0.43,0.008,0.011
1813,"RISHRA, WEST BENGAL",WEST BENGAL,26,28,7.52,7.9,508,520,BDL,BDL,?,?,BDL,BDL,BDL,BDL,258,340,0.72,0.72,0.006,0.008
1931,COSSIPORE ? NORTH KOLKATA,WEST BENGAL,27,29,7.24,7.26,2266,2593,BDL,BDL,?,?,4,4.5,17,21,1812,1880,0.21,0.22,BDL,BDL
1932,CENTRAL KOLKATA,WEST BENGAL,29,30,7.26,7.5,625,631,BDL,BDL,?,?,BDL,BDL,BDL,BDL,408,496,0.44,0.46,BDL,BDL
1933,"NEAR GALVANISATION UNIT,HOWRAH",WEST BENGAL,27,32,7.31,7.46,430,1012,BDL,BDL,?,?,4.5,4.5,13,23,340,652,0.28,0.28,BDL,BDL
1934,CENTRAL HOWRAH?RESIDENTAILAREA,WEST BENGAL,27,31,7.09,7.3,2637,2656,BDL,BDL,0.33,0.33,BDL,BDL,BDL,BDL,1670,1670,0.35,0.39,BDL,BDL
1935,INSIDE KOLKATA LEATHERCOMPLEX,WEST BENGAL,29,29,7.17,7.39,1311,1452,BDL,BDL,0.55,0.55,2,2,17,33,932,1020,0.24,0.35,BDL,BDL
1936,RESIDENTIAL AREA ? SONARPUR,WEST BENGAL,29,30,7.36,7.45,892,945,BDL,BDL,0.56,0.75,BDL,BDL,BDL,BDL,480,574,0.27,0.46,BDL,BDL
1937,RAJARHAT ? NEW TOWNSHIP,WEST BENGAL,29,30,6.78,7.13,1887,2120,BDL,BDL,0.48,0.48,BDL,BDL,BDL,BDL,1148,1610,0.37,0.53,BDL,BDL
1938,BSIRHAT MUNICIPALITY,WEST BENGAL,29,30,8.33,8.43,1512,1921,BDL,BDL,?,?,9.2,9.2,5.1,12,756,1010,BDL,BDL,BDL,BDL
1939,BARRAKPORE MUNICIPALITY,WEST BENGAL,26.5,28,7.64,8.02,298,432,BDL,BDL,0.43,0.43,BDL,BDL,BDL,BDL,198,226,0.65,0.65,BDL,BDL
1940,NEAR THE PHOSPHATECOMPANY?RISHRA,WEST BENGAL,25,30,7.53,8.22,988,1076,BDL,BDL,?,?,BDL,BDL,BDL,BDL,524,528,0.22,0.39,0.008,0.01
1941,"NEAR FLY ASH DUMPING SITE?KUNTIGHAT, BANDEL",WEST BENGAL,27,29,7.48,7.72,356,539,BDL,BDL,?,?,BDL,BDL,5.1,5.1,234,386,0.22,0.39,BDL,BDL
1942,NEAR EXIDE INDUSTRIES?HALDIA,WEST BENGAL,32,33,7.9,8,1361,1423,BDL,BDL,?,?,BDL,BDL,BDL,BDL,764,826,BDL,BDL,BDL,BDL
1943,"INSIDE TATA METALIKS,KHARAGPUR",WEST BENGAL,31,32,7.12,7.18,471,600,BDL,BDL,?,?,BDL,BDL,BDL,BDL,226,592,BDL,BDL,BDL,BDL
1944,KHARAGPUR INDUSTRIAL AREA,WEST BENGAL,31,31,6.1,7.35,145,428,BDL,BDL,0.31,0.31,BDL,BDL,BDL,BDL,110,378,BDL,BDL,BDL,BDL
1945,ENGLISH BAZAR? MALDAH,WEST BENGAL,26,30,7.02,7.08,1070,1424,BDL,BDL,1.09,1.09,2.2,2.2,5.1,9.2,626,642,0.23,0.6,BDL,BDL
2510,GEOKHALI BUNGLOWMIDNAPUR?EAST,WEST BENGAL,25,29,7.4,8.32,1055,1105,BDL,BDL,0.98,0.98,BDL,BDL,BDL,BDL,672,700,BDL,BDL,BDL,BDL
2515,"SDO OFFICE, RANAGHAT",WEST BENGAL,26,28,7.31,7.83,621,624,BDL,BDL,?,?,BDL,BDL,2.2,8,342,362,0.23,0.24,0.01,0.021
2516,"SDO OFFICE, KRISHNANAGAR",WEST BENGAL,25,28,7.31,7.74,779,780,BDL,BDL,?,?,12,12,23,23,420,488,0.29,0.32,0.008,0.008
2526,FULBARI BARRAGE,WEST BENGAL,24,24,6.2,7.75,110,191,BDL,BDL,0.67,1.25,BDL,BDL,BDL,BDL,57,65,BDL,BDL,BDL,BDL
2528,GROUND WATER POINT INSIDEBURDWAN UNIVERSITY,WEST BENGAL,27,31,7.33,7.88,440,944,BDL,BDL,0.31,0.91,BDL,BDL,BDL,BDL,354,818,0.28,0.39,BDL,BDL
2529,GROUND WATER POINT NEARBURDWAN STATION,WEST BENGAL,28,29,6.85,8.14,331,871,BDL,BDL,0.37,1.69,BDL,BDL,BDL,BDL,278,588,0.31,0.32,0.011,0.011
2530,HOT SPRING AT BAKRESHWAR,WEST BENGAL,60,68,9.2,9.6,417,587,BDL,BDL,1.09,1.71,BDL,BDL,BDL,BDL,412,460,10.3,14.5,0.013,0.013
2533,SURI TOWN NEAR BUS STAND,WEST BENGAL,28,29,7.17,7.28,795,815,BDL,BDL,0.4,0.94,2,2,2,4,604,776,0.29,0.29,0.009,0.009
2535,VISVA BHARATI,WEST BENGAL,25,30,7.84,8.3,362,370,BDL,BDL,0.39,0.39,BDL,BDL,BDL,BDL,226,240,0.35,0.38,BDL,BDL
2536,NALHATI RAILWAY STATION OFBIRBHUM,WEST BENGAL,28,31,7.45,8.11,576,680,BDL,BDL,0.99,0.99,2,4,6,8,250,560,0.26,0.29,0.008,0.008
2537,BOLPUR NEAR RAILWAY STATION,WEST BENGAL,26,31,8.02,8.26,309,472,BDL,BDL,0.55,0.55,BDL,BDL,BDL,BDL,266,372,0.39,0.39,BDL,BDL
2538,MOREGRAM CROSSING,WEST BENGAL,27,32,8.32,8.45,208,277,BDL,BDL,0.41,0.41,BDL,BDL,BDL,BDL,104,166,0.24,0.42,BDL,BDL
2540,SATI GHAT AT BANKURA TOWN,WEST BENGAL,26,28,7.49,7.96,847,977,BDL,BDL,0.63,0.63,BDL,BDL,BDL,BDL,640,670,0.96,1.04,0.015,0.015
2542,DWARIKA AT BISHNUPUR TOWN,WEST BENGAL,28,37,7.18,7.25,614,816,BDL,BDL,0.39,0.91,BDL,BDL,BDL,BDL,444,578,0.33,0.42,0.008,0.008
2543,SDO OFFICE AT BISHNUPURTOWN,WEST BENGAL,27,36,6.92,7.48,166,166,BDL,BDL,0.36,1.7,BDL,BDL,BDL,BDL,106,114,BDL,BDL,BDL,BDL
2545,GROUND WATER POINT ATPURULIA RK MISSION,WEST BENGAL,24,30,7.13,8.26,451,558,BDL,BDL,0.65,0.89,2,2,4,4,294,416,0.58,0.58,BDL,BDL
2546,ULUBERIA COLLEGE AT HOWRAH,WEST BENGAL,30,30,7.36,7.5,1025,1052,BDL,BDL,0.42,0.53,BDL,BDL,BDL,BDL,536,624,BDL,BDL,BDL,BDL
2547,"AMTOLA ON DIAMOND HARBOUR ROAD, 24 PARGANAS(S)",WEST BENGAL,29,31,7.39,7.48,2738,3099,BDL,BDL,0.34,0.46,2,2,11,21,1652,1734,0.21,0.23,BDL,BDL
2548,"HIDCO OFFICE, RAJARHAT",WEST BENGAL,30,30,7.07,7.18,1548,1645,BDL,BDL,0.6,0.68,4,6.8,45,46,986,1038,0.24,0.36,BDL,BDL
4706,GROUND WATER AT KHARDAH,WEST BENGAL,26,28,7.27,7.6,928,1056,BDL,BDL,?,?,BDL,BDL,BDL,BDL,536,712,0.21,0.54,0.01,0.01
4707,GROUND WATER AT NAIHATI,WEST BENGAL,28,29,7.74,8.1,261,454,BDL,BDL,0.37,0.37,BDL,BDL,BDL,BDL,174,214,0.33,0.34,BDL,BDL
4708,GROUND WATER ATBERHAMPORE,WEST BENGAL,29,33,7.38,7.39,890,1078,BDL,BDL,?,?,5.1,5.1,12,12,424,536,0.33,0.33,BDL,BDL
4709,GROUND WATER AT CHINSURA,WEST BENGAL,27,28,7.92,7.98,318,331,BDL,BDL,?,?,BDL,BDL,BDL,BDL,202,216,0.44,0.45,BDL,BDL
4712,BORE WELL INSIDE M/S UNITEDPHOSPHOROUS LIMITED,WEST BENGAL,31,32,7.61,8.36,1790,1995,BDL,BDL,?,?,BDL,BDL,BDL,BDL,1086,1096,0.21,0.21,BDL,BDL
4713,TUB WELL BESIDE GREEN BELTCANAL POINT NO.8,WEST BENGAL,31,32,7.13,8.33,1583,1723,BDL,BDL,?,?,BDL,BDL,BDL,BDL,946,1044,BDL,BDL,BDL,BDL
4714,GROUND WATER AT ANGADPURANGADPUR DURGAPUR,WEST BENGAL,28,29,6.92,8.34,593,701,BDL,BDL,0.76,1.6,BDL,BDL,BDL,BDL,546,572,0.53,0.67,0.035,0.035
4715,GROUND WATER AT MUCHIPARADURGAPUR,WEST BENGAL,27,28,6.74,8.08,147,236,BDL,BDL,0.91,1.26,BDL,BDL,2,2,48,230,BDL,BDL,BDL,BDL
4716,"GROUND WATER ATHURALALPUR, PURULIA",WEST BENGAL,25,30,7.24,7.64,668,746,BDL,BDL,0.7,1.43,BDL,BDL,BDL,BDL,366,558,0.5,0.61,BDL,BDL
4721,GROUND WATER AT MATIGARABAZAAR,WEST BENGAL,24,24,6.51,6.58,97,98,BDL,BDL,?,?,BDL,BDL,BDL,BDL,60,67,0.21,0.21,BDL,BDL
4726,GROUND WATER MIRIKDUGWELL,WEST BENGAL,15,23,6.5,6.89,98,158,BDL,BDL,4.82,4.82,BDL,BDL,BDL,BDL,64,121,BDL,BDL,BDL,BDL
4730,GROUND WATER (DUGWELL) ATHARISHPAL MORE,WEST BENGAL,25,26,6.52,6.8,484,550,1.8,1.8,4.5,4.5,BDL,BDL,BDL,BDL,230,385,0.21,0.21,BDL,BDL
4731,GROUNDWATER AT UTTAR PRADESH,WEST BENGAL,24,26,6.74,7.6,300,301,BDL,BDL,1.09,1.09,BDL,BDL,BDL,BDL,176,180,BDL,BDL,BDL,BDL
4732,GROUNDWATER AT ANANDAMOHAN COMMERCE COLLEGE,WEST BENGAL,25,27,6.86,7.97,281,525,BDL,BDL,0.78,4.6,BDL,BDL,BDL,BDL,180,341,0.21,0.21,BDL,BDL
4733,GROUNDWATER AT SUKNAFOREST RANGE,WEST BENGAL,24,28,6.66,7.69,114,125,BDL,BDL,?,?,BDL,BDL,BDL,BDL,72,87,BDL,BDL,BDL,BDL
4734,TUBE WELL INSIDE MAHISHADALRAJBARI,WEST BENGAL,29,31,8.05,8.33,1527,1985,BDL,BDL,0.31,0.41,BDL,BDL,BDL,BDL,1406,1924,0.21,0.22,BDL,BDL
4735,TUBE WELL INSIDE MECHEDABUS STAND,WEST BENGAL,27,29,7.46,7.96,751,981,1.4,1.4,?,?,BDL,BDL,BDL,BDL,502,620,0.23,0.23,BDL,BDL
4736,TUBE WELL AT OLD DIGHA,WEST BENGAL,29,31,7.56,8.07,3377,3600,BDL,BDL,?,?,BDL,BDL,BDL,BDL,2562,3282,0.23,0.23,BDL,BDL
4737,GROUND WATER AT SHYAMPUR BUDGE BUDGE,WEST BENGAL,27,32,7.26,7.62,1090,4380,BDL,BDL,?,?,BDL,BDL,BDL,BDL,636,2564,0.47,0.47,BDL,BDL
