Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max
2024,"IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER ROAD,JAIPUR",RAJASTHAN,26,28,7.49,8.55,1575,2840,?,?,3.66,4.2,9.3,9.3,15,17,1023,1846,0.42,0.64,?,?
2025,"NEAR SHREE KALYANESHWAR MAHADEV TEMPLE, JAI SINGHPURA KHURD, JAIPUR.",RAJASTHAN,26,28,8.1,8.82,1607,1623,?,?,2.83,4.5,4.5,6.1,9.3,10,1044,1055,0.33,0.34,?,?
2027,"NEAR ABN CENTRAL ACADEMY,SUSILPURA, SODALA, JAIPUR.",RAJASTHAN,26,27,7.62,8.64,1237,2370,?,?,4.11,6.34,4,6,8.3,9.1,804,1540,0.28,0.28,?,?
2028,"NEAR SAMSHAN VISHWAKARMA NAGAR, MAHARANIFARM,JAIPUR",RAJASTHAN,26,26,8.19,8.68,735,862,?,?,0.8,0.93,4.5,6.8,9.2,11,478,560,0.22,0.22,?,?
2029,"NEAR GANDHI BHWAN, AJMER",RAJASTHAN,20,24,7.56,7.76,2220,2610,?,?,2.78,6.67,5.6,6.1,8.2,10,1444,1696,0.69,0.72,?,?
2031,"NEAR 9 NO. PETROL PUMP, NEARADARSH NAGAR GATE, AJMER",RAJASTHAN,20,24,7.73,7.91,1474,1706,?,?,1.53,5.95,4.5,4.5,9.1,9.3,958,1109,0.54,0.94,?,?
2032,"NEAR KHANPURA TALAB, AJMER",RAJASTHAN,20,24,7.65,8.09,578,664,?,?,0.66,1.09,15,17,24,26,376,431,0.28,0.33,?,?
2960,"WELL INFRONT OF SINGHANA POLICE STATION, SINGHANA,JHUNJHUNU, RAJASTHAN",RAJASTHAN,22,27,7.16,7.71,6910,7050,?,?,3.21,6.56,12,17,21,24,4490,4583,0.3,0.61,?,?
2961,"WELL OF SH MNAGAL CHAND MEENA, MANPUR MACHERI,JAIPUR, RAJASTHAN",RAJASTHAN,28,28,8.03,8.51,997,1010,?,?,2.21,4.14,BDL,BDL,2,2,648,656,0.32,0.36,?,?
2962,"WELL OF SH MOOL CHAND RAIGER, MANPUR MACHERI,JAIPUR, RAJASTHAN",RAJASTHAN,25,26,8.06,8.49,918,1047,?,?,2.3,6.14,BDL,BDL,3.6,4,596,680,0.31,0.62,?,?
2963,"WELL OF RIICO AT LEATHER COMPLEX, MANPUR MACHERI,JAIPUR, RAJASTHAN",RAJASTHAN,25.5,26,7.72,7.97,5610,5700,?,?,5.29,6.19,9.1,12,14,17,3640,3700,0.32,0.51,?,?
2964,"WELL AT INDIA PUBLIC SCHOOL, MANPUR MACHERI, JAIPUR,RAJASTHAN",RAJASTHAN,25,26,7.69,8.05,2300,2730,?,?,4.11,6.07,3.7,3.7,4.5,5.6,1497,1775,0.44,0.48,?,?
2965,"SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI BRIDGE, PALI BYE PASS ROAD,PALI, RAJASTHAN",RAJASTHAN,19.8,24.8,7.52,7.68,4050,5500,?,?,5.7,5.74,5,70,75,120,2700,3570,1.34,1.38,?,?
2966,"SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR? SUMERPUR BYE PASS ROAD,PALI, RAJASTHAN",RAJASTHAN,19.6,23.5,7.52,7.65,1010,4728,?,?,2.12,2.52,5,6,12,14,637,3160,0.81,0.84,?,?
2967,"SH. POL SINGH PUROHIT, VILLAGE PUNAYATA, PALI,RAJASTHAN",RAJASTHAN,19.7,25,7.74,7.82,3186,8820,?,?,4.8,4.84,2,4,9,10,2120,5290,0.95,0.96,?,?
2968,"SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA,PALI, RAJASTHAN",RAJASTHAN,19.9,23,8.92,9.08,5622,6810,?,?,3.24,3.33,7,10,13,14,3760,4420,1.25,1.27,?,?
2969,"M/S SPECIALTY SILICA LTD., MIA , NEAR AGRO FOOD PARK, ALWAR,RAJASTHAN",RAJASTHAN,20,27,7.06,7.25,974,1004,?,?,0.94,1.65,9,11,14,17,619,812,0.36,0.54,?,?
2970,"RIICO TUBE WELL, RIA, BEHROR,RAJASTHAN",RAJASTHAN,27,30,7.31,7.4,890,1440,?,?,1.95,1.98,6,9,14,26,850,1120,0.61,0.63,?,?
2971,"RIICO TUBE WELL, RIA,NEEMRANA, RAJASTHAN",RAJASTHAN,26,31,7.06,7.19,2410,3750,?,?,2.3,3.21,9,14,21,23,1940,2893,0.46,0.87,?,?
2972,"RIICO TUBE WELL, RIA,SOTANALA, RAJASTHAN",RAJASTHAN,25,31,7.09,7.36,2972,3350,?,?,1.26,1.95,14,14,2,26,1812,2905,0.68,0.76,?,?
2973,"RIICO TUBE WELL, RIA,SHAHJAHANPUR, RAJASTHAN",RAJASTHAN,26,30,6.99,7.43,3672,5404,?,?,2.2,2.73,14,14,21,22,2172,3442,0.59,0.88,?,?
2974,"VILLAGE AGYARA, TEHSIL?RAMGARH, ALWAR, RAJASTHAN",RAJASTHAN,27,30,7.14,7.43,1871,2520,?,?,1.85,1.98,11,23,21,30,976,1885,0.69,0.99,?,?
2975,"VILLAGE BAGER MEO, TEHSIL?RAMGARH, ALWAR, RAJASTHAN",RAJASTHAN,29,31,7.19,7.76,1874,2692,?,?,1.86,2.16,13,17,27,33,1112,1752,0.58,0.89,?,?
2976,"SUJAN GANGA, BHARATPUR,RAJASTHAN",RAJASTHAN,27,29,7.72,8.46,4046,5523,4.4,5.6,8.96,9.34,210,280,480,500,2577,2694,0.46,0.7,?,?
2977,"WELL OF RAM CHANDRA DEWRA, VILLAGE? SANGARIA, JODHPUR,RAJASTHAN",RAJASTHAN,27,29.8,7.52,7.85,19820,22700,?,?,4.92,10.97,6,8,14,20,13298,14740,1.92,2.31,?,?
2982,"WELL OF BIRMA RAM PATEL,SALAWAS, JODHPUR, RAJASTHAN",RAJASTHAN,26,28.4,7.77,8.36,20200,22900,?,?,4.82,9.22,2,6,10,14,12622,14890,2.14,3.16,?,?
2985,"WELL OF GIRDHARI RAM MEGHWAL, VILLAGE? NANDWAN,JODHPUR, RAJASTHAN",RAJASTHAN,27,29.8,7.26,7.78,11130,11880,?,?,4.82,12.52,2,4,9,11,7230,7840,1.56,1.9,?,?
2988,"WELL OF PEMA RAM MALI,BHITUJA, RAJASTHAN",RAJASTHAN,28,30,7.7,7.91,4990,6300,?,?,3.42,4.12,4,4,11,11,3180,4090,1.49,1.6,?,?
2991,"WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA,BARMER, RAJASTHAN",RAJASTHAN,29,29,7.39,7.43,12880,13430,?,?,5.84,5.97,2,3,4.5,5,8720,8720,0.62,0.81,?,?
2993,"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI,BALOTRA, RAJASTHAN",RAJASTHAN,28,30,7.81,7.92,6140,6260,?,?,6.83,7.04,7,11,16,21,3990,4200,1.72,1.89,?,?
3001,"BORE WELL OF M/S  SHRI . BHRAM JEET SERVICE STATION, NEAR BUS STAND BHIWADI,TEHSIL?TIJARA, DISTT?ALWAR",RAJASTHAN,28,29,7.2,8.03,1192,2200,?,?,1.72,3.98,3,78,9,156,752,1458,0.32,1.06,?,?
3002,"BORE WELL M/S R.C. PALACE HOTEL,HOTERL,NEAR LIC OFFICE, ALAMPUR ROAD,BHIWADI,TEHSIL?TIJARA DISS?ALWAR",RAJASTHAN,29,29,7.26,7.93,1428,1510,?,?,2.3,3.4,3,68,9,114,936,1060,0.48,1.14,?,?
3003,"BORE WELL OFFICE OF RAJ. HOUSING BOARD OFFICE , BHIWADI,TEHSIL?TIJARA,DISTT?ALWAR",RAJASTHAN,28,28,7.3,7.86,1485,2160,?,?,2.08,7.03,3,3,9,11,1260,1424,0.44,0.86,?,?
3004,"BORE WELL OF M/S MODERN PUBLIC SCHOOL,NEAR BHAGATSINGH COLONY,ALWAR BY PASS",RAJASTHAN,29,30,7.25,7.51,1320,1710,?,?,2.22,2.94,4,18,7,32,948,1058,0.56,0.98,?,?
3006,"HAND PUMP NEAR NEVTA TIRAHA, NEVTA DAM,SANGANER, JAIPUR, RAJASTHAN",RAJASTHAN,26,27,7.75,8.85,3070,3280,?,?,2.01,2.86,4,4.5,6.1,7.8,1995,2130,0.77,0.91,?,?
4165,"BORE WELL NEAR STP ATGAJADHARPURA, JAIPUR",RAJASTHAN,26,27,7.62,8.26,1885,1885,?,?,2.09,5.2,9.2,11,17,17,1204,1225,0.38,0.38,?,?
4166,"BORE WELL NEAR MSW SITE/KANOTA DAM, JAIPUR",RAJASTHAN,27,28,8.17,8.91,3450,3570,?,?,3.59,4.56,6.8,8.3,10,11,2230,2310,1.04,1.74,?,?
4169,"HAND PUMP AT VILLAGEMANGROP, BHILWARA",RAJASTHAN,19,19.5,7.73,8.26,545,1377,?,?,1.09,1.23,3.7,4,5.6,6.1,354,895,0.21,0.82,?,?
4170,"HAND PUMP AT VILLAGE ATOON,BHILWARA",RAJASTHAN,18.5,19,7.52,7.81,2880,3430,?,?,3.14,5.71,3.6,4,5.5,6,1872,2480,0.54,0.61,?,?
4176,"HAND PUMP NEAR RIICO INUSTRIAL AREA, AAJOLIYON KA KHERA, GANGRAR,CHITTORGARH",RAJASTHAN,23,25,7.21,7.71,2208,2236,?,?,2.06,3.12,14,21,26,45,1896,1896,0.26,0.31,?,?
4180,"BOREWELL OF JYOTI UCHCH MADHYMIC VIDHYALAYA, NAYAGAON, RAMPURMUNDANA, BHIWADI",RAJASTHAN,30,30,7.31,7.51,1330,2330,?,?,8.22,8.82,3,42,7,72,988,1510,0.86,0.98,?,?
4181,"BOREWELL IN THE HOUSE AKRAM KHAN, AMLAKI, KAHARANI INDUSTRIAL AREA,BHIWADI,TEHSIL? TIJARA,ALWAR",RAJASTHAN,28,29,7.26,7.43,3120,3640,?,?,1.68,2.82,4,34,7,72,1968,3065,0.4,0.76,?,?
4183,"BOREWELL AT STAR HOSPITAL, INFRONT OF STP, BHIWADI,TIJARA, ALWAR",RAJASTHAN,28,28,7.39,7.9,2100,2830,?,?,1.84,8.22,4,220,7,440,1420,2034,0.78,0.92,?,?
4184,"BOREWELL IN CETP PREMISES,NEAR BUS STANDBHIWADI, TIJARA, ALWAR",RAJASTHAN,28,29,7.21,7.64,2210,2440,?,?,1.62,4.36,4,8,7,18,1720,1741,0.46,0.98,?,?
4759,"HANDPUMP IN FRONT OF URBAN IMPROVEMENT TRUST, CIVILLINES, AJMER",RAJASTHAN,20,24,7.42,7.64,3420,3990,?,?,3.06,6.28,3.7,3.7,9.3,10,2220,2590,0.7,0.97,?,?
4760,"HANDPUMP WITHIN PREMISES OF NAGAR PARISHAD OFFICE, OLD CITY ROAD, DESHWALIMOHALLA, KRISHANGARH",RAJASTHAN,20,24,7.6,7.83,2250,3450,?,?,3.16,6.25,4,4.5,9.1,9.1,1461,2240,1.07,1.23,?,?
4761,TUBE WELL OF M/S BALOTRA WATER POLLUTION CONTROLAND RESEARCH FOUNDATION,RAJASTHAN,28,31,7.31,7.46,33440,34900,?,?,5.08,5.52,7,15,16,24,23400,23660,1.33,1.52,?,?
4763,"BOREWELL OF SHRI PEMARAM MALI/DHUDARAM MALI, BITHUJA, BALOTRA, BARMER,RAJASTHAN",RAJASTHAN,28,30,7.44,7.52,6150,9350,?,?,5.26,6.22,9,12,16,21,4180,6070,0.92,0.95,?,?
4764,"M/S ABHISHEK KOTHARI, NAKODA ROAD MEWA NAGAR, JASOL, PACHPADRA, BARMER,RAJASTHAN",RAJASTHAN,27,28,7.47,7.65,2710,3200,?,?,4.08,4.15,4,6,9,11,1860,2080,0.6,0.73,?,?
4765,"BOREWELL OF AJANTA TEXTILES NAKODA ROAD, JASOL, BARMER,RAJASTHAN",RAJASTHAN,29,30,7.21,7.32,24500,30500,?,?,8.39,9.12,2,2,3.7,4,1652,19870,0.5,0.53,?,?
4766,"BOREWELL OF AMRITLAL S/O BACHARAJ & JOINT KRISHI FORM KH. NO. 66/15, BITHUJA,BARMER, RAJASTHAN",RAJASTHAN,29,32,7.46,7.51,19370,22300,?,?,5.23,5.41,2,3,5,6,13120,14500,0.38,0.45,?,?
4768,"OPENWELL OF SHRI ISHWAR SINGH MALI S/O BHURJI MALI, DHANNA KI DHANI BILASAR,BARMER",RAJASTHAN,28,31,7.78,7.88,10550,12400,?,?,4.57,4.91,13,75,32,120,7840,8060,1.31,1.55,?,?
4774,"RIICO TUBWELL NO. 1, LOCATED NEAR GANPATI TUBES & FABRICATION (P) LTD SP?A?53(A), RIA, BHIWADI, OPPOSITE TO WHEEL'O CITY AT T?POINT,TEHSIL? TIJARA",RAJASTHAN,29,29,7.04,7.9,1795,2552,?,?,2.7,3.16,3,132,7,190,1228,1560,0.34,0.82,?,?
4775,"RIICO TUBEWELL NO. 3 LOCATED ON ROAD SIDE CLOSE TO INDAG RUBBER AND OPPOSITE TO HONDA SHOWROOM, NEELAM CHOWK, BHIWADI, TEHSIL?TIJARA",RAJASTHAN,28,30,6.94,7.54,1642,2170,?,?,3.18,3.74,3,34,7,64,1116,1356,0.38,0.64,?,?
4777,"RIICO TUBEWELL NO. 31, LOCATED NEAR BKL LIFESTYLE, PLOT NO. 1228, RIA, BHIWADI,OPP. TO ACRO PAINTS?II, TIJARA",RAJASTHAN,28,28,7,7.79,1290,1666,?,?,3.76,4.22,3,6,7,12,920,1162,0.56,0.98,?,?
4778,"RIICO TUBEWELL NO. 34, LOCATED ON ROAD SIDE OF 220 KVA POWER STATION, CLOSE TO BKT(ESI HOSPITAL), RAMPURMUNDANA RIS BHIWADI, TIJARA,",RAJASTHAN,27,28,6.96,7.71,1310,1542,?,?,3.34,4.62,4,6,7,14,910,960,0.35,0.52,?,?
4779,BOREWELL OF VKIARECREATIONAL CLUB JAIPUR,RAJASTHAN,26,27,7.74,8.1,1388,1491,?,?,2.2,5.05,8.1,9.2,12,12,902,969,0.27,0.31,?,?
4782,"OFFICE OF ASSISTANT ENGINEER, JAIPUR, VIDHUT VITRAN NIGAM LTD, RIICO IND. AREA, BAGRU,TEHSIL?SANGANER,",RAJASTHAN,26,28,7.88,8.79,2440,6820,?,?,4.29,6.03,2,3.6,8.2,9.2,1589,4430,1.2,1.44,?,?
4783,"JHALANA FOREST PARK, NEAR MALVIYA NAGAR IND. AREA,MALVIYA NAGAR JAIPUR",RAJASTHAN,26,26,7.17,7.88,1372,3000,?,?,1.38,1.98,4,4,6,6.8,892,1951,0.36,0.36,?,?
4784,"WELL OF SHRI HAZARI SINGH GEHLOT, NEAR PATWARBHAWAN, SALAWAS JODHPUR",RAJASTHAN,27,29.8,7.87,8.1,3200,4740,?,?,3.22,7.42,2,4,7.8,9,2170,3080,0.36,0.62,?,?
4785,"WELL OF SHRI TILARAM,NANDWAN, JODHPUR",RAJASTHAN,27,28.9,6.97,7.58,5280,5730,?,?,5.55,18.52,2,11,14,20,3430,3853,1.46,1.78,?,?
4786,"WELL OF SHRI DEVARAM, HEERKHERA, JODHPUR",RAJASTHAN,27,29,7.11,7.19,8650,9030,?,?,4.12,4.62,4,10,13,21,5870,5890,1.94,2.32,?,?
4787,"WELL OF SHRI DALARAM, AHEERKHERA, JODHPUR",RAJASTHAN,26,28.5,6.96,7.27,5200,6180,?,?,4.52,7.92,2,8,13,20,3330,4000,1.31,2.8,?,?
4788,"WELL OF SHRI MAGARAM,NANDWAN, JODHPUR",RAJASTHAN,27,28.9,7.16,7.33,13980,18830,?,?,4.82,5.02,2,4,6,7,8230,9260,1.67,2.82,?,?
4789,"WELL OF SHRI BHAGARAM BHATIA, SALAWAS?JODHPURROAD, SALAWAS, JODHPUR",RAJASTHAN,26,29.6,7.22,7.4,6390,6880,?,?,4.9,5.82,6,6,16,24,4280,4410,1.82,2.68,?,?
4791,"HANDPUMP NEAR M/S CHAMBLE FERTILIZER & CHEMICALS,GADEPAN",RAJASTHAN,27,28,7.78,8.39,708,848,?,?,1.07,1.19,9.2,11,17,17,460,551,0.31,0.62,?,?
4792,"HANDPUMP NEAR M/S RAJASTHAN TEXTILE MILLS,BHAWANI MANDI",RAJASTHAN,28,28,7.62,8.02,4750,5520,?,?,2.31,4.37,6.1,6.8,8.2,11,3080,3580,0.31,0.38,?,?
4793,"PUBLIC TUBEWELL, VILLAGE?NANI, TEHSIL?SIKAR,DIST?SIKAR",RAJASTHAN,27,28,7.34,8.72,1220,2270,?,?,2.11,6.17,7.8,9.1,11,13,793,1474,0.45,0.53,?,?
4794,"TUBEWELL OF HARIPRASAD PANNALAL, BADA TALAB, VILL?NANI, TEHSIL?SIKAR",RAJASTHAN,27,28,7.59,8.55,1275,1328,?,?,3.43,6.08,7.8,9.2,17,21,828,863,1.01,1.09,?,?
4796,"OPEN WELL OF SARAS DAIRY,VILAS, NH?08, UDAIPUR",RAJASTHAN,26,27,7.92,8.01,1105,1164,?,?,2.12,2.42,2,6,7,21,774,815,0.35,0.43,?,?
4797,"BOREWELL NEAR MAIN GATE, CITY PALACE, NEAR SHEETLAMATA TEMPLE, UDAIPUR",RAJASTHAN,25,26,8.08,8.18,985,1012,?,?,3.52,3.92,3,9,7,14,690,708,0.29,0.38,?,?
4798,"BOREWELL OF BSNL OFFICE, SECTOR?03, HIRAN MARG,UDAIPUR",RAJASTHAN,26,26,8.02,8.23,714,769,?,?,1.42,1.92,4,10,17,18,500,538,0.28,0.37,?,?
4799,"HAND PUMP AT DISTRICTCOLLECTOR OFFICE, BARAN",RAJASTHAN,27,28,7.55,7.73,1324,1522,?,?,2.41,2.69,9.1,9.2,12,14,860,983,0.4,0.45,?,?
4800,"TUBE WELL AT DISTRICTCOLLECTOR OFFICE, CHURU",RAJASTHAN,25,26.5,7.51,8.67,4610,5250,?,?,3.7,6.31,7.8,8.1,11,12,2996,3410,0.49,0.99,?,?
4801,"HAND PUMP AT DISTRICTCOLLECTOR OFFICE, DAUSA",RAJASTHAN,27,27,7.61,8.41,5470,7860,?,?,4.45,4.66,6.8,7.8,12,13,3550,5110,1.15,1.44,?,?
4802,"HAND PUMP AT DISTRICTCOLLECTOR OFFICE, KARAULI",RAJASTHAN,27,27,7.21,7.21,1624,1624,BDL,BDL,2.8,2.8,7,7,13,13,796,796,0.59,0.59,?,?
4803,"SHAHID CAPT, CHANDRACHOUDHARY PARK, BIKANER",RAJASTHAN,28.7,28.7,7.02,7.34,7300,7420,?,?,3.23,5.37,2,2,3.7,4,4740,4740,0.45,0.51,?,?
4806,"SHRI BABUAL SOPATRA, SHEKHOKI DDHANI PALI",RAJASTHAN,20,23,7.72,7.95,4286,4340,?,?,2.32,2.52,4,4,16,21,2780,2830,1.19,1.21,?,?
4807,"SHRI MUKESH RAJPUROHIT, INFORNT OF GS?197?A, PUNAYATA INDUSTRY ROAD, NEAR BY NATIONAL HIGHWAYPALI?JODHPUR, CETP?IV, PALI",RAJASTHAN,19.6,24.9,7.3,7.41,7780,8670,?,?,3.5,3.57,6,7,10,13,5200,5630,1.23,1.27,?,?
4809,"SHRI RANARAM, NEAR BHANWAR SINGH MANDLI FROMHOUSE NH?PALI?SUMERPUR",RAJASTHAN,19.8,25,7.12,7.25,1962,3040,?,?,3.84,3.93,2,6,11,11,1300,1980,1.52,1.58,?,?
32,"WELL AT MUSIRI, TAMIL NADU",TAMIL NADU,26,34,7.45,7.95,1056,1243,2.6,2.8,0.32,6.57,11,68,26,460,672,806,BDL,BDL,?,?
1449,COLLECTOR WELL AT THIRUPUVANAM FORTAMILNADU,TAMIL NADU,29,29,7.38,7.38,581,581,2,2,0.67,0.67,24,24,63,63,330,330,?,?,BDL,BDL
4810,"SURIYAMPALAYAM BOREWELL (HAND PUMP) OWNED BY ERODE CORPORATION LOATED OPPOSITE TO M/S. PIONEER PROCESSING INDIA PVT. LTD., BHAVANI MAIN ROAD, R.N.PUDUR POST, ERODE",TAMIL NADU,31,34,7.12,8.01,2200,2446,BDL,BDL,0.32,0.32,BDL,BDL,3.6,3.6,1520,1544,0.38,0.38,BDL,BDL
4811,"BOREWELL LOCATED AT M/S. PHOENIX TEXTILE PROCESSORS,VENDIPALAYAM, ERODE",TAMIL NADU,28,32,6.12,7.75,2420,4580,BDL,BDL,0.32,0.33,11,11,2,24,1596,2856,0.42,0.42,BDL,BDL
4814,"HOUSE OF THIRU MURUGAN, S/O. ESAKKI, NO.16B, MEENAKSHIPURAM, ANNANAGAR, TIRUNELVELI",TAMIL NADU,27,32,7.24,8.29,1085,1155,2.8,12,0.32,4.94,BDL,BDL,4,8.1,760,768,BDL,BDL,?,?
4815,"MUNICIPAL CORPORATION BORE WELL LOCATED IN PERUMALPURAM STREET, NARANAMMALPURAM,TIRUNELVELI",TAMIL NADU,28,31,7.15,8.35,745,935,2.3,7.8,0.32,4.41,BDL,BDL,2,3.6,464,656,BDL,BDL,?,?
4816,AUTHOR Ã‚Â– MUKKANIAGRAGARAM STREET INFRONT,TAMIL NADU,?,?,7.45,7.96,379,955,2.5,2.6,0.32,5.74,BDL,BDL,4,10,252,572,BDL,BDL,?,?
4817,ERAL Ã‚Â– CHARMAM ARUNACHALA SWAMY TEMPLEWEST OF BORE WELL,TAMIL NADU,?,?,7.4,7.8,78,382,2.2,2.2,0.32,0.32,3.6,3.6,6,6,48,228,BDL,BDL,?,?
4818,"ALWARTHIRUNAGARI Ã‚Â– VETERINARY DISPENSARY, WEST CAR STREET NEAR OVER HEADTANK OF BORE WELL",TAMIL NADU,?,?,7.4,7.41,213,330,2.5,3.1,0.32,1.39,3.6,3.6,7.8,10,140,198,BDL,BDL,?,?
4819,SRIVAIKUNDAM Ã‚Â– BLOCK DEVELOPMENT OFFICE Ã‚Â–OPEN WELL,TAMIL NADU,?,?,7.26,7.5,1475,1864,2.3,2.3,0.32,0.32,3.6,3.6,3.7,17,826,1118,BDL,BDL,?,?
4820,SRIVAIKUNDAM Ã‚Â– TNEB SUB STATION 33 KVA OPPOSITE TO TIRUNELVELI MAIN ROAD OPENWELL,TAMIL NADU,?,?,7.27,7.97,82,388,2.1,2.5,0.32,0.33,13,13,2,47,50,230,BDL,BDL,?,?
4821,BOREWELL NEAR KAMBARASAMPETTAI INTAKEWELL (TRICHY UPSTREAM),TAMIL NADU,29,34,7.68,8.81,424,706,2.2,2.6,0.32,0.68,11,11,21,78,276,432,BDL,BDL,?,?
4822,BOREWELL NEAR THOGUR INTAKE WELL (TRICHYDOWNSTREAM),TAMIL NADU,26,28,7.51,7.85,548,815,2,2,0.32,0.85,20,140,39,940,350,526,BDL,BDL,?,?
4824,"PARAMASIVAM WATER SERVICE STATION, BLOCK NO.13 BSNL EXCHANGE OPPOSITE, METTURDAM Ã‚Â– 636 402.",TAMIL NADU,35,35,7.65,7.65,2190,2190,BDL,BDL,0.32,0.32,11,11,24,24,1416,1416,0.26,0.26,BDL,BDL
4825,"M. KALIAPPAN, SANGILIMUNIYAPPAN KOVIL,ERIKKADU, METTUR",TAMIL NADU,26,32,6.3,7.6,1388,1424,BDL,BDL,0.32,0.33,6.1,6.1,6.1,14,920,928,BDL,BDL,BDL,BDL
4826,"SAKTHI NAGAR, NEAR MUNICIPALITY SEWAGE TREATMENT PLANT,KOMPURANKADU, METTUR",TAMIL NADU,24,27,6.82,7.11,870,1146,2.4,2.4,0.32,0.32,BDL,BDL,3.6,3.7,564,724,BDL,BDL,BDL,BDL
4907,"KOMBUPALLAM,SATHYAMANGALAM",TAMIL NADU,28,30,6.96,7.67,270,289,BDL,BDL,0.32,0.32,25,27,58,79,180,192,BDL,BDL,BDL,BDL
4908,"ARIYAPPAMPALAYAM,SATHYAMANGALAM",TAMIL NADU,29,32,6.34,7.62,177,266,BDL,BDL,0.32,0.33,22,23,49,58,124,180,BDL,BDL,BDL,BDL
4909,"THALAVAIPETTAI, BHAVANI",TAMIL NADU,28,32,6.76,7.29,267,473,BDL,BDL,0.32,0.33,31,31,70,70,208,304,BDL,BDL,BDL,BDL
4911,"BOREWELL AT PASUPATHY PUDUR VILLAGE, PALANI TALUK,DINDIGUL DIST.",TAMIL NADU,30,30,6.53,6.53,1540,1540,BDL,BDL,32.04,32.04,BDL,BDL,2,2,996,996,0.55,0.55,BDL,BDL
4912,"BORE WELL AT VANNIARVALASU VILLAGE, NEAR ELEMENTARYSCHOOL, THOPPAMPATTI",TAMIL NADU,30,30,6.64,6.64,1599,1599,BDL,BDL,0.42,0.42,BDL,BDL,2,2,1024,1024,0.62,0.62,BDL,BDL
15,"BOREWELL AT KOYYURA,JAYASHANKAR BHUPALAPALLI",TELANGANA,28,31,7.36,8.51,195,216,BDL,BDL,1.2,2.2,BDL,BDL,17,27,114,128,0.42,0.98,?,?
16,"OPEN WELL AT GOVT ASHRAM SCHOOL, TADVAI (V), SS TADVAI(M), MULUGU DISTRICT",TELANGANA,27,28,8.36,8.7,677,1007,1.1,2,1.4,408,BDL,BDL,11,27,420,614,0.66,0.82,?,?
27,"BOREWELL AT PEDDAVOORA(V&M), NALGONDA",TELANGANA,22,23,7.52,7.69,1900,1988,?,?,7.26,16.29,?,?,?,?,1110,1235,0.3,0.33,0.01,0.01
1515,"BOREWELL AT NAGARAM, PALVANCHA, BHADRADRIKOTHAGUDEM",TELANGANA,28,31.2,8.28,8.28,1150,1821,BDL,BDL,5.2,9.4,BDL,BDL,17,24,713,1092,1.1,1.14,?,?
1525,"BOREWELL AT PASHAMYLARAM NEAR M/S.SRI CHAITANYACHLORIDES, SANGAREDDY",TELANGANA,23,26,7.39,7.52,1900,3480,?,?,16.29,27.32,?,?,?,?,1235,1950,0.3,0.34,0.01,0.01
1791,"BOREWELL AT PYDIPALLY NEAR EAST SIDE OF SAI CHERUVU , PAIDIPALLY (V),  WARANGAL(M&D)",TELANGANA,27,27,7.83,8.09,613,3130,2,2,1.8,9.8,BDL,BDL,12,26,386,1972,0.98,1.08,?,?
1792,"BOREWELL AT CKM COLLEGE, ENAMAMULA (V), WARANGAL(M&D)",TELANGANA,27,27,8.15,8.84,1012,1090,BDL,BDL,2.9,4.6,BDL,BDL,17,21,608,732,1.02,1.1,?,?
1793,"OPEN WELL AT KUNDANPALLY NEAR ASH PONDS OF NTPC,PEDDAPALLI , RAMAGUNDAM",TELANGANA,28,29,7.48,7.99,1720,1933,1.6,1.6,2.9,4.8,BDL,BDL,21,38,1066,1218,1,1.1,?,?
1794,"BOREWELL AT MANAKONDUR ,RAMAGUNDAM",TELANGANA,28,30,7.81,7.92,926,989,2,2,2.9,3.2,BDL,BDL,33,48,564,604,0.86,0.96,?,?
1795,"BOREWELL AT BOLLARAM NEAR PANCHAYAT OFFICE,SANGAREDDY",TELANGANA,23,24,7.05,7.27,2450,3850,?,?,15.24,18.22,?,?,?,?,1370,2502.5,0.25,0.27,0.01,0.01
1810,"BOREWELL AT BODHAN, SRIRAMNAGAR COLONY,SHAKKARNAGAR, NIZAMABAD",TELANGANA,25,25,7.44,7.69,2240,2413,?,?,22.32,25.3,?,?,?,?,1260,1568.45,0.3,0.35,0.01,0.01
1811,"BOREWELL AT RUDRAVELLI NEAR PRIMARY SCHOOL, RUDRAVELLI (V), BIBINAGAR (M),YADADRIBHUVANAGIRI(D)",TELANGANA,21,23,7.89,8.12,1764,1950,?,?,9.28,11.26,?,?,?,?,988,1267.5,0.26,0.29,0.01,0.01
